"","date","incident"
"2506",2016-06-03,"Three Border Security Force (BSF) personnel were killed and seven others critically injured when militants ambushed their convoy near Bijbehara on Srinagar-Jammu National Highway in Anantnag District on June 3, reports Daily Excelsior. Militants targeted a bus of the BSF convoy comprising 23 vehicles at around 4:30 p.m in Bijbehara town. The convoy was coming from Jammu to Srinagar and was ferrying personnels who were returning to join their duties after their leave. Militants fired indiscriminately at the BSF bus from Ganai Mohalla in Bijbehara injuring 10 BSF personnel. Three of them later succumbed to their injuries. They have been identified as Head Constable Girish Kumar Shukla, Constable Mahinder Ram and Havaldar Dinesh. The injured include Head Constable Bishember Singh, Inspector Omwar Singh, Sher Singh, Natish Singh, Natish Kumar, Mahinder Dowjee, Skinder Pall, Bhagat Singh and Dhanu Kumar. All the dead and injured belong to 64 battalion of BSF. Sources said that one of the militants appeared in front of the BSF bus and fired indiscriminately forcing the driver to apply brake. The other militants fired at the bus on either-side. The militants fled away after carrying out the attack. The Hizb-ul-Mujahideen (HM) militant outfit claimed the responsibility of the attacks on BSF Convoy. HM operational spokesperson Burhanuddin told a local news agency that several BSF men were killed in the attack carried out by a special squad of the outfit. The outfit has warned more attacks on security forces. This is second major strike in recent days in Kashmir valley. On May 23, militants killed three cops in two separate strikes in Srinagar."
"2507",2016-06-06,"Acting on specific inputs, a joint team of Security Forces (SFs) comprising Police, Central Reserve Police Force (CRPF) and Assam Rifles (AR) cracked militant’s attempts to regroup and float Dima Hasao National Army (DHNA) by arresting eight suspected militants, identified as Pankaj Phukan, Chandra Mohan Rajbangshi, Mrinmoy Choudhury, Junesh Hojai, Parthajit Thaosen alias Ashit Thaosen, Pabitra Batari Debashis Rajowar and Binod Langthasa from different locations of Cachar District, reports The Sentinel on June 7. SFs first took into custody Pankaj Phukan and his interrogation led to the arrest of others. According to a top Police officer, these militants who were earlier linked to United Liberation Front of Asom (ULFA), Surrendered United Liberation Front of Asom (SULFA) and Dima Halim Daogah (DHD) joined hands together under the banner of DHNA with the sole purpose of extortions, kidnapping for ransom, loot of ATMs and other criminal activities. Some among them have been involved in criminal activities earlier in Dima Hasao District. Though some arms and ammunitions have been recovered from their possession, Police officer is confident of recovering heavy arms and for which they will be subjected to sustained cross-examination."
"2508",2016-03-01,"At least eight Communist Party of India-Maoist (CPI-Maoist) cadres including five women were reportedly killed in an encounter with Security Force (SF) personnel in a forest area in Chhattisgarh on March 1, reports The New Indian Express. The intelligence based operation was conducted by the Telangana Greyhounds, Chhattisgarh Police and Central Security Force (SF) personnel. Even though the exact location of the encounter site is not known yet however local reports said the encounter took place on the interstate border between Telangana and Chhattisgarh near Cherla in Pamed Police Station limits in Bijapur District of Chhattisgarh. Bastar Inspector General of Police (IGP) S.R.P. Kalluri said the operation was lunched after receiving specific information about the movement of CPI-Maoist Telangana ‘state secretary’ Haribhushan and guerilla squad ‘commander’ Kunja Veeranna alias Lakshma alias Lachchanna. He added that the deceased Maoists are yet to be identified. The Police recovered an AK-47, three SLRs and several .303 rifles and ammunition from the spot. While initial reports indicated the possibility that Haribhushan was among the dead, local Police sources said it was very likely he escaped. However, Lachchana was confirmed to have been killed. Local reports also said another top Maoist leader Bade Chokka Rao alias Damodar too escaped. All the bodies have been recovered."
"2509",2016-03-17,"At least four persons working on a road construction site were killed allegedly by People’s Liberation Front of India (PLFI) cadres in a village under Basia Police Station limits of Gumla District on March 17, reports The New Indian Express. More than a dozen PLFI cadres reportedly reached Guram Dato Tola village around 11.30 am and opened indiscriminate firing. The deceases have been identified as Rampati Kumar, Ajay Topno, Lalit Sahu and Ravi Shankar Sahu. PLFI is a splinter group of the Communist Party of India-Maoist (CPI-Maoist)."
"2510",2016-03-29,"Three Communist Party of India-Maoist (CPI-Maoist) cadres were killed in an encounter with the Security Force (SF) personnel in Narayanpur District on March 29, reports The Hindu.  ""A joint operation, with forces numbering around 700 comprising the District Reserve Guard, the Special Task Force, the Indo-Tibetan Border Force and the Chhattisgarh Armed Force, was planned in Narayanpur district today (Tuesday) morning. At around 9.30 am, when the parties were searching their target areas in Sulenga Tirkanar forest under Dhaurai police station limits, the Maoists opened heavy firing on them. Our men took a position and retaliated with heavy fire and forced the Maoists to flee from the spot. Our parties followed the Maoists up to three kilometers inside the forest but the ultras managed to run away taking advantage of thick forest. Three dead bodies of uniformed Maoists were found after searching the area,"" Bastar range Inspector General of Police (IGP), S.R.P. Kalluri said in a statement. ""It is estimated that four to five more Maoists have been injured in the encounter and our parties are still searching deep inside the forest for them. All our parties are safe. One INSAS rifle, one 315 rifle and three country-made weapons were also recovered from the spot of the encounter,"" added IGP Kalluri."
"2511",2016-03-30,"Sevenjawans (troopers) of the Central Reserve Police Force (CRPF) were killed in a landmine explosion triggered by the Communist Party of India-Maoist (CPI-Maoist) in Dantewada District on March 30, reports The Hindu. “A vehicle of the CRPF’s 230th battalion was blown up by Maoists near the Malewara market on the Dantewada-Sukma road around 3 p.m. Seven jawans were martyred in the blast,” said Dinesh Pratap Upadhyay, Deputy Inspector General (DIG), CRPF, Dantewada Range. The blast left a five-foot crater and blew the Tata 407 vehicle into pieces. “The jawans belonged to the Ghusaras CRPF camp in Dantewada and were returning after leave for Holi,” Dantewada Superintendent of Police (SP) Kamlochan Kashyap said. The Maoists also had brought some people carrying traditional weapons, possibly to snatch the weapons from the CRPF men. However, source confirmed that all seven troopers belonged to the “non-combat” staff and were carrying no weapons with them. Upadhyay added “The blast was so powerful that the bodies were thrown 100-150 metres away. Almost all of them might have died in the explosion or would have been on the verge of death. But it is true that Maoists shot some of the bodies.” The deceased troopers were identified as Sub-Inspector D. Vijay Raj, Constables Pradeep Tirkey, Rupnarayan Das, Devendra Chourasia, Ranjan Dash and Mritunjoy Mukharjee and driver Saindane Nana Usesing."
"2512",2016-05-21,"Five militants of JaisheMohammad (JeM) including their ‘commander’ were killed in a fierce gun battle in village Drugmulla in North Kashmir’s Kupwara District on May 21 while two Army personnel were injured, reports The Daily Excelsior. Sources said that they were Fidayeen and had recently infiltrated into Kashmir and one of their members was killed in Zunreshi forests of Kupwara early this week, on May 16 while the others fled under the cover of darkness.  However, Security Forces were tracking their movement and were trapped early today (May 21) after they got information about their presence in the house of one Mohammad Sayeed Shah. A Police official said that gun battle started at Chack Drugmulla near Hatmulla area after a joint operation was launched by Army’s 47 RR, 41 RR and Special Operations Group of Jammu and Kashmir Police. An Army officer said two soldiers of RR were also injured in the gun battle."
"2513",2016-05-27,"The death toll raises to five, with the killing of a militant and Army personnel on May 27, in the ongoing encounter at Toot Mari Gali (TMG) in Nowgam sector of Handwara along the Line of Control (LoC) in Kupwara District, reports Daily Excelsior. Earlier, South Asia Terrorism Portal (SATP) had reported about the killing of three militants in the encounter, when Army foiled a major infiltration attempt in Nowgam sector on May 26."
"2514",2016-05-22,"At least six personnel of 29 Assam Rifles (AR) including one Junior Commissioned Officer (JCO) were killed and seven other personnel were injured in an ambush laid by suspected militants at Hengshi village near Joupi under Tengnoupal Police Station in Chandel District on May 22, reports E-Pao. The Coordination Committee (CorCom), a conglomerate body of several underground outfits has claimed its hand behind the ambush. CorCom said that the ambush was carried out by a Joint Fighting Force (JFF) and added that six personnel including one JCO were killed. A statement issued by Public Relation Officer (PRO) headquarters of Inspector General of Assam Rifles-South (IGAR-S) said that a convoy of AR while returning after assessing a landslide area in Holengjang to the Battalion Headquarters location at Joupi in Chandel District had an encounter with cadres of a militant group at 1 pm. In the ensuing fire fight, one Junior Commissioned Officer and five soldiers were martyred. The militants exploded IEDs before they rained bullets on the AR convoy. Another source said that the suspected militants take away one Light Machine Gun, four AK Rifles and one INSAS Rifle along with ammunition when they escaped inside the thick jungle. The deceased AR personnel have been identified as Subedar Baldev Kumar Sharma (Himachal Pradesh), Rifleman Pawan Kumar (Jammu), Rifleman Mahesh Gurung, Rifleman Bhupendra Kumar (Himachal Pradesh), Rifleman Akhilesh Pandey (Uttar Pradesh) and Havildar Suraj Bariya."
"2515",2016-05-22,"The Communist Party of India-Maoist (CPI-Maoist) cadres killed three villagers in Jamui District of Bihar, bordering Jharkhand, on May 21 claiming the men were ‘Police informers’ who facilitated the encounter of Maoist leader Chirag in January, 2016, reports The Hindustan Times. The victims were killed at Gadi village in Chakai area of the District. Their bodies were recovered by the Police on May 22. While one of the victims – Tipan Mandal (30) – was picked up from his house in Gadi, one Mukesh Kumar Rai (25) was from Chowki, and another Yogendra Turi (35) was brought from Garanga, both villages located in Giridih District of Jharkhand. According to sources, a group of armed men reached Gadi village around midnight and carried out the executions. Police found Maoist posters at the crime scene which stated that the information provided by the victims led to the killing of a front ranking Maoist leader, Chirag, in a Police encounter this January. The Maoists also claimed two of the men killed were Special Police Officers (SPOs). Meanwhile, Police rejected their claim."
"2516",2016-05-26,"Army foiled a major infiltration attempt in Nowgam sector of Handwara along the Line of Control (LoC) in Kupwara District and killed three militants in the operation on May 26, reports Daily Excelsior. A senior Police officer said that three militants were killed in encounter at Nowgam sector of Handwara in Kupwara District today. He said that Army’s 35 Rashtriya Rifles (RR) intercepted a group of five to six infiltrators this morning near Toot Mari Gali (TMG) sector also called Nowgam sector. Sources said that the militant group had infiltrated last night and crossed the fence but they were intercepted after army noticed the suspicious movement in the forest area. The group of militants after being challenged opened fire triggering an encounter."
"2517",2016-05-04,"Three Communist Party of IndiaMaoist (CPIMaoist) cadres were killed in an encounter with Police in Marripakala forests under Visakha Rural Agency area in Visakhapatnam District on May 4, reports India Today. The encounter took place when a team of Andhra Pradesh Special Police Force personnel was conducting a combing operation in the area under Koyyuru Police Station limits. The Maoists opened fire at the team and Police retaliated, said Babujee Attada, Additional Superintendent of Police (ASP) (Operations), Visakha Rural. As per preliminary information, three Maoists were gunned down by Police whereas the other Maoists managed to escape with injuries, Attada said, adding an assault rifle was recovered from the spot. Though the identity of the deceased is yet to be established, one of them is suspected to be a ‘commander’ of the Galikonda Area Committee of the CPIMaoist, the ASP said. It is believed that one of the slain Maoist to be dalam (armed squad) ‘commander’ Gopal alias Azad, adds Indian Express. Gopal carried a reward of INR 400,000 on his head. However, the three are yet to be officially identified."
"2518",2016-05-07,"Three Hizbul Mujahideen (HM) militants were killed in a joint encounter by Police and Army during a search operation in Panzgam village of Pulwama District early on May 7 (today), reports The Times of India.  As the forces were conducting a search operation, the hiding militants fired upon them, triggering an encounter, an Army official said. As a result, three HM militants were killed. They were identified as Ashfaq Ahmad Dar, a resident of Dogripora, Ishfaq Ahmad Baba, a resident of Tahab and Haseeb Ahmad, a resident of Brao Bandyun. Three weapons were recovered from the encounter site, he added."
"2519",2016-11-01,"At least eight civilians including two children and four women killed on November 1 as Pakistan continues to violate ceasefire in Jammu and Kashmir (J&K), reports Daily Excelsior. Another 22 persons, including three Army porters, were injured in firing from across the border. The fatalities occurred as the Pakistani Forces targeted innocent civilian population in Ramgarh sector of Samba District along the International Border (IB) and parts of Poonch and Rajouri Districts along Line of Control (LoC)Six civilians, including two children and two women, were killed in Ramgarh sector alone and many others were injured. A woman and her daughter-in-law died in mortar shelling by Pakistan at Naika Panjgrain in Manjakote sector of Rajouri District. In retaliatory fire, the Border Security Force (BSF) killed two Pakistan Army men opposite Nowshera and decimated 14 posts of the Rangers across Ramgarh and Arnia sectors on the IB. “The BSF action against the Pakistan army, which had taken over majority of posts from the Rangers, was necessitated to stop”, sources said."
"2520",2016-11-10,"Army on November 10 foiled an infiltration bid by militants in Rampur sector of Uri in Baramulla District along the Line of Control (LoC), killing three militants while a senior Army officer was injured in the gun battle, reports Daily Excelsior. Sources further said that rest of the members of the group are believed to have fled back to Pakistan. However, Army has continued search operation in the area.The Army recovered the dead bodies and arms and ammunition and other things. The recoveries included one AK-47 rifle, three magazines, 62 rounds of ammunition, 7 UBGL grenades, one hand grenade, two I-Com radio sets, 3 antenna, one sophisticated communication equipment, 3 GPS devices, one binocular,  two trip flares, six rucksacks, one pouch, 4 small bags, Rs 10, 000 cash, six jackets, six woollen caps, six shawls, 15 pairs of gloves, 13 pair of socks, three big lighters, six bottles 750 ml white liquid, nine small bottle of brown colour liquid, 2 T-shirts, 5 thermocot uppers, two under wear and two hand warmers, 22 packets of ration, 5 packets of tissue paper, 24 packets of dry fruit, 7 packets of dry roti, 12 rechargeable cells, one charger, two kitchen knife kits, one folding knife, one tourniquet, medicine, four walking sticks, two wire cutters, five boxes of fuel tablets, three face creams,  one USB cable and two diaries.By the recovery of incendiary ammunition from the dead militants, Army believed that these militants were tasked to carry out Uri type attack in which they set ablaze the Army at Uri Brigade headquarter on September 18, 2016, in which 19 troopers were killed."
"2521",2016-11-13,"Seven Pakistani soldiers were killed inside Pakistan occupied Kashmir (PoK) across the Line of Control (LoC) in Nowshera sector of Rajouri District in the night of November 13, reports Daily Excelsior. Pakistan’s Inter State Public Relations (ISPR) confirmed the killing of seven Pakistani soldiers in Bhimber sector opposite Nowshera. However, there was no official statement from the Indian Army on the elimination of seven Pakistan army troopers.  In another statement, Pakistan Foreign Office has said that death from Indian shelling has risen to 25, which included civilians, in the past some days."
"2522",2016-11-16,"Six Communist Party of India-Maoist (CPI-Maoist) cadres were killed in an encounter with Security Forces (SFs) near Bugum-Perma forest in Dantewada District on November 16, reports Indian Express. Anti-Naxal [Left Wing Extremism (LWE)] Operations Special Director General of Police (DGP) DM Awasthi said that the bodies of the six have been recovered, while many more may have been injured or even killed. “Of these six, three are men, all of them wore uniform and the weapons recovered include 3 303 rifles, 2 12 bore rifles and 1 single barrel weapon among other items.’’ He said that two Naxals were captured alive. Chhattisgarh Police sources said that they had received intelligence inputs about the movement of 50 to 60 Maoists holding a meeting on the Dantewada-Sukma border four to five days ago."
"2523",2016-11-19,"Security Forces (SFs) raided a Communist Party of IndiaMaoist (CPIMaoist) camp and killed at least five Maoists following an encounter in the jungles of Tuspal and Becha Kilam villages in Abujhmaad under Chhotedongar Police Station limits in the Narayanpur District on November 19, reports Deccan Chronicle. In a joint operation involving SF personnel of Districts of Kondagaon and Narayanpur, SFs stormed the Maoist camp in the forested village of Becha located inside Abujhmaad area early on Saturday morning and busted it in an hourlong operation, Bastar Police said. “The counterinsurgency operation led to decimation of Military Company No. six of CPI (Maoist) and killing of at least half a dozen Naxals. However, we could recover bodies of five Maoists along with their weapons,” Narayanpur, Superintendent of Police (SP), Abhishek Meena who camped at Becha to provide a safe corridor to retreating parties engaged in the operation, said. “It was a joint operation carried out by the District Reserve Guards (DRG) and the Special Task Force (STF) of the police,” Meena said, adding, “The gun battle lasted for over two hours”. The Police seized three rifles of 12 bore, one rifle of 315 bore and articles of daily use from the spot, adds New Indian express."
"2524",2016-11-23,"Six Communist Party of India-Maoist (CPI-Maoist) cadres were killedin an encounter with the Commando Battalion for Resolute Action (CoBRA) commandos of the Central Reserve Police Force (CRPF) and the Jharkhand Police in Latehar District on November 23 (today), reports New Indian Express. CRPF Inspector-General (IG) Sanjay Lathkar confirmed the deaths in the encounter that took place in a remote location on the forested banks of the Koel River in area under Chhipadohar Police Station. Six bodies of the rebels in black uniform were recovered. The bodies are yet to be identified, but Police officials said the uniforms worn by the rebels and the weapons found with them indicate they were Maoists of senior rank. “An INSAS (Indian Small Arms System) rifle, an Self-Loading Rifle (SLR), a carbine and three other firearms have been recovered from the encounter site. The other members of the Maoist squad fled the spot during the gunbattle,” said Latehar Superintendent of Police (SP) Anup Birtharey."
"2525",2016-11-22,"Three Indian soldiers were killed in the Macchil sector of Kupwara District along the Line of Control (LoC) on November 22,reports Times of India. One of the killed soldiers was beheaded. The three soldiers from 57 Rashtriya Rifles (RR) were in the lead of a counter-infiltration patrol when it was ambushed by terrorists ahead of the LoC fencing in forested mountainous Macchil sector. ""The Pakistan army simultaneously opened fire at our patrol. Once the situation stabilised, the three bodies were found in the search operation... one was badly mutilated,"" said an unnamed officer.The Indian Army, meanwhile, on November 22 promised ""heavy retribution"" for the beheading of the soldier. ""Retribution will be heavy for this cowardly act of mutilating a soldier's body,"" said the Army, which had destroyed four Pakistan army posts with massive fire assaults after an Indian soldier was beheaded in a similar border action team (BAT) operation in the same sector on October 28. A BAT typically consists of terrorists working in close conjunction with Pakistan army regulars for tactical operations against Indian troops and posts along the 778 kilometers LoC.On November 22, the Border Security Force (BSF) after foiling  an infiltration attempt at Suchetgarh in R S Pura sector, as reported earlier by SATP,  stated that CCTV footage available with it showed that two militants who had fled back to Pakistan took shelter in a post of the Rangers after terror guide was killed. Inspector General of BSF, Jammu Frontiers, DK Upadhyaya said, “… However, the militants fled back and took shelter in a post manned by the Rangers after the terror guide was gunned down by the BSF.” Upadhyaya said this was seventh infiltration attempt that has been foiled by the BSF on the International Border since September 29 surgical strikes by the Indian Army. A total of 15 infiltration attempts have been foiled so far in 2016 along the IB, he added. The BSF Jammu Chief said BSF has recovered Pakistani currency notes, Pakistan made eatables, fencing cutters, knife, Urdu newspapers, visiting cards of Sialkot and a booklet written in Chinese language along with a China leaflet from the possession of slain militants. “All this material was enough to establish the involvement of Pakistan behind the infiltration attempt and we will lodge very strong protest with the Rangers on their open support to the militants,” the IG BSF said."
"2526",2016-11-22,"15 Pakistanis, including six of their Army personnel, were killed and scores of others were injured as Indian troops on November 23 retaliated on Pakistan Army along the Line of Control (LoC) at different places in Pakistan occupied Kashmir (PoK) following killing of three Army soldiers at Macchil sector in Kupwara District on November 22, reports Daily Excelsior. 11 persons, including six Army personnel, four Border Security Force (BSF) troopers and a civilian porter working with Army were injured in Pakistan shelling and firing in Nowshera, Manjakote, Balakote, Mendhar and Gurez sectors during the day on November 23. A number of houses were also damaged."
"2527",2016-11-24,"Three Communist Party of India-Maoist (CPI-Maoist) cadres, including a woman, were killed in an encounter with the Kerala Police, inside the forests at Padukka under Nilambur forest range in Malappuram District on November 24, reports New Indian Express. The encounter occurred around noon during a combing operation carried out by a 60 member Police team, including commandos attached to Kerala’s elite special force Thunderbolt and anti-Naxal [Left Wing Extremist (LWE)] wing. The team spotted around 10 Maoists at Kadannakapu and asked them to surrender. A gunfight followed in which three persons were killed while other members of the group fled the spot, Police said. The deceased are identified as Kuppu Devaraj alias Shanker, a senior Maoist leader and ‘central committee member’ of the Maoist outfit and Anitha, a woman leader. The identity of the third person is yet to be ascertained. Officers said the combing operation will continue to stop the fleeing Maoists from regrouping. “We had specific information about movement of Maoists in the area. We had brought Nilambur forest region under surveillance after suspected Maoists opened fire at a police team a month ago. The Maoists have been frequenting the area and interacting with the locals at Mundakkadavu colony,” said a Police officer. The Police troop had conducted a massive search operation a couple of weeks ago in the forest after intelligence inputs on a possible grouping of Maoists led by Kuppu Deveraj, but could not find anyone, adds Deccan Chronicle. According to reports, Deveraj was masquerading as Kuppu Swami, Rayanna, Balaji, Yogesh in the forests of several States carrying a reward of INR 700,000 and INR 1 million announced by Jharkhand and Chhattisgarh Governments respectively."
"2528",2016-11-29,"Seven Army soldiers, including two Majors, and three militants were killed in a suicide attack on a camp of 166 Artillery Unit of the Army at Nagrota, just about three kilometers from 16 Corps Headquarters at Nagrota, in Jammu District on November 29, 2016, reports Daily Excelsior. Defence spokesperson Lt Col Manish Mehta said, “The terrorists forced their entry into the Officers Mess complex by throwing grenades and firing from automatic weapons at the Sentries on guard duty. In the initial encounter, one Army officer and three soldiers were martyred,” he said, adding the terrorists entered into two buildings, which were occupied by Army officers, their families and other soldiers, which led to a hostage like situation. “Yes, there was a hostage like situation inside the Army camp,” the Defence spokesperson admitted. He said 12 Army soldiers, two women and two children were present inside the camp but the Army troopers acted very swiftly and quickly contained the hostage like situation by successfully evacuating all the troopers, women and children to safer locations. However, Lt Col Mehta said, in the attempt to rescue hostages, one more Army officer and two troopers were killed. “Bodies of three terrorists have been recovered and operations are in progress to sanitize the complete areas,” he added. Saying that the operation was still not over, Lt Col Mehta said the Army has suspended the searches inside the camp during the night but has maintained strict cordon in the areas, where the militants had taken shelter. The operation will resume early tomorrow (November 30)."
"2529",2016-11-03,"Both International Border (IB) and Line of Control (LoC) remained calm on November 3 after 20 Posts of Pakistan Rangers and Army were decimated on November 1 and November 2, reports Daily Excelsior. “There has been no firing in any part of the LoC in twin borders districts of Rajouri and Poonch since 3.30 pm yesterday [November 2] when in a massive retaliatory action, Army had reduced six Pakistani posts to ashes across Mendhar and Balakote, which were targeting civilian areas in which two women were killed and over half a dozen civilians were injured,” official sources said. Similarly, they added, there has been no report of any shelling or firing along the IB since 4 pm on Tuesday [November 1] when the Border Security Force (BSF) had carried out major counter offensive against the Pakistan army and Rangers across Ramgarh and Arnia sectors destroying their 14 posts. A number of Pakistan army personnel and Rangers have been killed in retaliatory action by Army and BSF, which was undertaken to save civilian lives as eight civilians, including two children and two women, were killed in Ramgarh and Manjakote (Rajouri) respectively on November 1."
"2530",2016-10-02,"At least two militants and a soldier were killed, and one soldier was injured, when militants launched a Fidayeen (suicide) attack and lobbed grenades on two military camps in Baramulla District on October 2, reports The Times of India. The heavily-armed militants attacked the two camps, belonging to the Rashtriya Rifles (RR) and the Border Security Force (BSF) late last night, leading to a fierce gun-battle with Security Forces (SFs). The martyred soldier has been identified as Constable Nitin and the injured soldier is Constable Pulwinder. Both are from the 40th battalion of the BSF, officials said. Firing is still underway from adjacent houses located near the camp, which is located on the banks of river Jhelum. However, the official Twitter handle of the Udhampur-based Northern Command said: ""Baramulla Incident situation contained and under control"". A spokesperson for the Srinagar-based XV corps Colonel Rajesh Kalia said terrorists targeted the Army camp at Jabanzpora in Baramulla and the firing is still on. The attack comes even as intelligence inputs over the last four days have alerted about possible terrorist attacks on security installations in Jammu and Kashmir after the Indian Army carried out surgical strikes across the Line of Control (LoC) in Pakistan on September 29."
"2531",2016-10-21,"Seven Pakistani Rangers and one militant were killed as Indian troops retaliated Cease Fire Agreement (CFA) violation by Pakistan along the International Border (IB) at Hiranagar in Kathua District of Jammu on October 21, reports Times of India. After the Rangers injured Border Security Force (BSF) jawan Gurnam Singh in sniper fire, BSF launched an aggressive retaliation marked by intermittent small arms and ‘area weapons’ fire. ""We had to respond when they tried to prevent our efforts to rescue our injured jawan,"" BSF Additional Director-General (ADG) Arun Kumar said. The killing of the Rangers was part of a larger drive to prevent infiltration, which has seen the Army and paramilitary troopers foil determined efforts by the Pakistan Army to help terrorists cross over to India. BSF's ADG Kumar said that Gurnam and other BSF jawans were targeted because they had responded effectively to foil an attempt, captured by thermal imagers, to push terrorists into India on the intervening night of October 19 and 20 in the same area of Hiranagar. At least four terrorists were spotted as they moved along the IB. The BSF team, which comprised Gurnam, responded with full force, forcing terrorists to retreat and killing one of them. According to a BSF officer, thermal imagery showed the men on the Pakistani side carrying one person back. This, he said, was the terrorist killed in retaliatory fire by BSF."
"2532",2016-10-24,"Eighteen Communist Party of India-Maoist (CPI-Maoist) cadres were killed in an encounter with a combined team of Andhra Pradesh (AP) and Odisha Police near Jantri in Malkangiri District of Odisha, in the Andhra-Odisha Border (AOB) area, in the early hours on October 24 (today), reports The Times of India. According to AP Police, two constables of Greyhounds, an elite anti-Maoist force, were injured in the encounter that occurred during a routine combing operation being jointly carried out by Police of both the States at Ramgurha in Malkangiri District of Odisha. ""The operation spot comes under Chitrakonda police limits of Malkangiri. The joint operation was carried out in cut-off areas of Chitrakonda close to Andhra Pradesh border. We seized some weapons from the Maoists,"" Additional Director General (ADG), (intelligence) of Odisha Arun Sarangi told TOI. Sarangi said the blueprint of the operation was finalized two days ago. ""We had tip-off about movement of the Maoists in the cut-off area. We informed the Andhra Pradesh police for assistance,"" Sarangi said, adding ""The bodies will be brought to Chitrakonda for identification and post-mortem."" The face-off between the Security Force (SF) personnel and the Maoists lasted for about an hour. The rebels were said to be resting after a meeting when the encounter took place. Police have recovered four AK-47 rifles from the scene of the encounter. AP Director General of Andhra Police Nanduri Sambasiva Rao said combing operation was still continuing as there was information that there were some more Maoists roaming in the region. Sources said that top Maoist leaders like Gajarla Ravi alias Uday, Bengal Sudhir, Anil, RK alias Saketh's son Munna, Bakuri Venkata Ramana alias Ganesh and others were in the area at the time of the encounter."
"2533",2016-10-31,"Anti-terrorist Squad (ATS) of Madhya Pradesh (MP) Police killed eight suspected Student Islamic Movement of India (SIMI) cadres in Bhopal on October 31 (today), reports Times of India. They were killed 10 kilometers away from a prison in city outskirts. Two policemen were also injured in the encounter which lasted for nearly an hour.The slain militants were identified as - Mohammad Aqeel Khilji alias Abdullah s/o Mohammad Yusuf, Mehboob Guddu alias Malik s/o Ismail of Khandwa (MP), Mohammad Khalid Ahmad s/o Mohammad Saleem of Sholapur Maharashtra, Mujeeb Sheikh alias Akram alias Wasim alias Nawed alias Nitin alias Faizan alias Chintoo alias Yusuf s/o Zamal Ahmad resident of Juhapura (Ahmedabad) Gujarat, Amzad s/o Ramzan Khan, Zakir Hussein Sheikh alias Vicky don alias Vinay Kumar s/o Badalul Hussein and Abdul Majid s/o Mohammad Yusuf of Ujjain (MP).These militants had escaped from a prison at the outskirts of Bhopal. ""Eight SIMI activists had escaped around 2-3am [October 31] by killing a jail security guard,"" Deputy Inspector General (DIG) Bhopal Raman Singh had said. Their location was detected near Manikheda area under Gunga police station following information from local villagers. ""When they were confronted by a few the villagers, they started pelting stones. Villagers mistook them as robbers and alerted the police. When they were asked to surrender, they opened fire forcing police to retaliate,"" said Inspector General Yogesh Chaudhary who was part of the operation. They were carrying date and other food materials with them. Efforts are being made to trace identity of those who supported them in the jail break."
"2534",2016-10-05,"Highly placed sources said that communication centre of Jaish-e-Mohammed (JeM) and arms and ammunition depot of Hizb-ul-Mujahideen (HM) were destroyed at Kail in Pakistan occupied Kashmir (PoK) in the surgical strikes conducted by Special Forces n September 29 where large number of militants including Lashkar-e-Toiba (LeT) “operational commander”, Shahid alias Arif Rahmani, were killed, reports Daily excelsior on October 6. Sources said that JeM and HM launching pads at Kail and Chilana were made of tin sheds besides two small concrete buildings and they were destroyed in the strike. The HM commander of the Kail camp across Baramulla, Gazi Sarfraz and his associates have been seriously injured in the attack. Sources said that at Kail 20-30 militants of HM and JeM, who were waiting for launching through Tanghdar sector were eliminated. Sources also said that at Chilana launch pad across Leepa Valley of Kupwara, eight militants were killed in the strike. JeM commander Shahbaz Adil is missing since then. At Dudniyal, LeT launch pad was destroyed and nine militants were killed. The camp commander Shahid alias Arif Rahman was seriously injured while Athumkam camp commander of LeT Dilawar Khan’s radio set is not sending any message which means he is either dead or seriously injured.The reports adds that Pakistan has brought in 100 more trained terrorists at launching pads along the LoC opposite Jammu and Kashmir with each launch pad of 10 terrorists being protected by at least 50 Pakistan Army personnel of Infantry division to save them from any fresh surgical strikes by the Indian Army inside PoK. National Security Advisor (NSA), who was one of the major brain behind September 29 successful surgical strikes inside PoK, is understood to have briefed Cabinet Committee on Security (CCS) on October 5 morning about new strategy adopted by Pakistan Government and Army in the aftermath (of surgical strikes) in which over 50 Pakistani militants and nine Pakistan army personnel were reportedly killed and many others left injured. According to sources, this was for the first time when Pakistan has come out openly in support of the militants stationed at the launch pads for infiltration into Jammu and Kashmir. Earlier, Pakistan army used to train and guide the militants and then leave them at the launch pads for infiltration. But after the surgical strikes, Pakistan Army has openly stationed its around 50 jawans at every launch pad to save the militants from Indian surgical strikes, sources pointed out and said that Army and Border Security Force (BSF) have been maintaining very high alert along LoC in Kupwara and Baramulla in Kashmir and twin border Districts of Rajouri and Poonch in Jammu region to thwart infiltration attempts."
