"","uid","date","incident text","district","state","attributed organizations"
"2510",2510,"2016-03-29","three communist party of india maoist (cpi maoist) cadres were killed in an encounter with the security force (sf) personnel in narayanpur district on march 29, reports the hindu.  ""a joint operation, with forces numbering around 700 comprising the district reserve guard, the special task force, the indo tibetan border force and the chhattisgarh armed force, was planned in narayanpur district today (tuesday) morning. at around 9.30 am, when the parties were searching their target areas in sulenga tirkanar forest under dhaurai police station limits, the maoists opened heavy firing on them. our men took a position and retaliated with heavy fire and forced the maoists to flee from the spot. our parties followed the maoists up to three kilometers inside the forest but the ultras managed to run away taking advantage of thick forest. three dead bodies of uniformed maoists were found after searching the area,"" bastar range inspector general of police (igp), s.r.p. kalluri said in a statement. ""it is estimated that four to five more maoists have been injured in the encounter and our parties are still searching deep inside the forest for them. all our parties are safe. one insas rifle, one 315 rifle and three country made weapons were also recovered from the spot of the encounter,"" added igp kalluri.",NA,"chhattisgarh","communist party of india (maoist)"
"2511",2511,"2016-03-30","sevenjawans (troopers) of the central reserve police force (crpf) were killed in a landmine explosion triggered by the communist party of india maoist (cpi maoist) in dantewada district on march 30, reports the hindu. “a vehicle of the crpf’s 230th battalion was blown up by maoists near the malewara market on the dantewada sukma road around 3 p.m. seven jawans were martyred in the blast,” said dinesh pratap upadhyay, deputy inspector general (dig), crpf, dantewada range. the blast left a five foot crater and blew the tata 407 vehicle into pieces. “the jawans belonged to the ghusaras crpf camp in dantewada and were returning after leave for holi,” dantewada superintendent of police (sp) kamlochan kashyap said. the maoists also had brought some people carrying traditional weapons, possibly to snatch the weapons from the crpf men. however, source confirmed that all seven troopers belonged to the “non combat” staff and were carrying no weapons with them. upadhyay added “the blast was so powerful that the bodies were thrown 100 150 metres away. almost all of them might have died in the explosion or would have been on the verge of death. but it is true that maoists shot some of the bodies.” the deceased troopers were identified as sub inspector d. vijay raj, constables pradeep tirkey, rupnarayan das, devendra chourasia, ranjan dash and mritunjoy mukharjee and driver saindane nana usesing.",NA,NA,"communist party of india (maoist)"
"2512",2512,"2016-05-21","five militants of jaishemohammad (jem) including their ‘commander’ were killed in a fierce gun battle in village drugmulla in north kashmir’s kupwara district on may 21 while two army personnel were injured, reports the daily excelsior. sources said that they were fidayeen and had recently infiltrated into kashmir and one of their members was killed in zunreshi forests of kupwara early this week, on may 16 while the others fled under the cover of darkness.  however, security forces were tracking their movement and were trapped early today (may 21) after they got information about their presence in the house of one mohammad sayeed shah. a police official said that gun battle started at chack drugmulla near hatmulla area after a joint operation was launched by army’s 47 rr, 41 rr and special operations group of jammu and kashmir police. an army officer said two soldiers of rr were also injured in the gun battle.","jammu","jammu and kashmir","hizbul mujahideen"
"2513",2513,"2016-05-27","the death toll raises to five, with the killing of a militant and army personnel on may 27, in the ongoing encounter at toot mari gali (tmg) in nowgam sector of handwara along the line of control (loc) in kupwara district, reports daily excelsior. earlier, south asia terrorism portal (satp) had reported about the killing of three militants in the encounter, when army foiled a major infiltration attempt in nowgam sector on may 26.","kupwara","jammu and kashmir",NA
"2514",2514,"2016-05-22","at least six personnel of 29 assam rifles (ar) including one junior commissioned officer (jco) were killed and seven other personnel were injured in an ambush laid by suspected militants at hengshi village near joupi under tengnoupal police station in chandel district on may 22, reports e pao. the coordination committee (corcom), a conglomerate body of several underground outfits has claimed its hand behind the ambush. corcom said that the ambush was carried out by a joint fighting force (jff) and added that six personnel including one jco were killed. a statement issued by public relation officer (pro) headquarters of inspector general of assam rifles south (igar s) said that a convoy of ar while returning after assessing a landslide area in holengjang to the battalion headquarters location at joupi in chandel district had an encounter with cadres of a militant group at 1 pm. in the ensuing fire fight, one junior commissioned officer and five soldiers were martyred. the militants exploded ieds before they rained bullets on the ar convoy. another source said that the suspected militants take away one light machine gun, four ak rifles and one insas rifle along with ammunition when they escaped inside the thick jungle. the deceased ar personnel have been identified as subedar baldev kumar sharma (himachal pradesh), rifleman pawan kumar (jammu), rifleman mahesh gurung, rifleman bhupendra kumar (himachal pradesh), rifleman akhilesh pandey (uttar pradesh) and havildar suraj bariya.",NA,"assam",NA
"2515",2515,"2016-05-22","the communist party of india maoist (cpi maoist) cadres killed three villagers in jamui district of bihar, bordering jharkhand, on may 21 claiming the men were ‘police informers’ who facilitated the encounter of maoist leader chirag in january, 2016, reports the hindustan times. the victims were killed at gadi village in chakai area of the district. their bodies were recovered by the police on may 22. while one of the victims – tipan mandal (30) – was picked up from his house in gadi, one mukesh kumar rai (25) was from chowki, and another yogendra turi (35) was brought from garanga, both villages located in giridih district of jharkhand. according to sources, a group of armed men reached gadi village around midnight and carried out the executions. police found maoist posters at the crime scene which stated that the information provided by the victims led to the killing of a front ranking maoist leader, chirag, in a police encounter this january. the maoists also claimed two of the men killed were special police officers (spos). meanwhile, police rejected their claim.",NA,"bihar","communist party of india (maoist)"
"2516",2516,"2016-05-26","army foiled a major infiltration attempt in nowgam sector of handwara along the line of control (loc) in kupwara district and killed three militants in the operation on may 26, reports daily excelsior. a senior police officer said that three militants were killed in encounter at nowgam sector of handwara in kupwara district today. he said that army’s 35 rashtriya rifles (rr) intercepted a group of five to six infiltrators this morning near toot mari gali (tmg) sector also called nowgam sector. sources said that the militant group had infiltrated last night and crossed the fence but they were intercepted after army noticed the suspicious movement in the forest area. the group of militants after being challenged opened fire triggering an encounter.","kupwara","jammu and kashmir",NA
"2517",2517,"2016-05-04","three communist party of indiamaoist (cpimaoist) cadres were killed in an encounter with police in marripakala forests under visakha rural agency area in visakhapatnam district on may 4, reports india today. the encounter took place when a team of andhra pradesh special police force personnel was conducting a combing operation in the area under koyyuru police station limits. the maoists opened fire at the team and police retaliated, said babujee attada, additional superintendent of police (asp) (operations), visakha rural. as per preliminary information, three maoists were gunned down by police whereas the other maoists managed to escape with injuries, attada said, adding an assault rifle was recovered from the spot. though the identity of the deceased is yet to be established, one of them is suspected to be a ‘commander’ of the galikonda area committee of the cpimaoist, the asp said. it is believed that one of the slain maoist to be dalam (armed squad) ‘commander’ gopal alias azad, adds indian express. gopal carried a reward of inr 400,000 on his head. however, the three are yet to be officially identified.",NA,"andhra pradesh","communist party of india (maoist)"
"2518",2518,"2016-05-07","three hizbul mujahideen (hm) militants were killed in a joint encounter by police and army during a search operation in panzgam village of pulwama district early on may 7 (today), reports the times of india.  as the forces were conducting a search operation, the hiding militants fired upon them, triggering an encounter, an army official said. as a result, three hm militants were killed. they were identified as ashfaq ahmad dar, a resident of dogripora, ishfaq ahmad baba, a resident of tahab and haseeb ahmad, a resident of brao bandyun. three weapons were recovered from the encounter site, he added.","pulwama","jammu and kashmir","hizbul mujahideen"
"2519",2519,"2016-11-01","at least eight civilians including two children and four women killed on november 1 as pakistan continues to violate ceasefire in jammu and kashmir (j&k), reports daily excelsior. another 22 persons, including three army porters, were injured in firing from across the border. the fatalities occurred as the pakistani forces targeted innocent civilian population in ramgarh sector of samba district along the international border (ib) and parts of poonch and rajouri districts along line of control (loc)six civilians, including two children and two women, were killed in ramgarh sector alone and many others were injured. a woman and her daughter in law died in mortar shelling by pakistan at naika panjgrain in manjakote sector of rajouri district. in retaliatory fire, the border security force (bsf) killed two pakistan army men opposite nowshera and decimated 14 posts of the rangers across ramgarh and arnia sectors on the ib. “the bsf action against the pakistan army, which had taken over majority of posts from the rangers, was necessitated to stop”, sources said.","jammu","jammu and kashmir","hizbul mujahideen"
"2520",2520,"2016-11-10","army on november 10 foiled an infiltration bid by militants in rampur sector of uri in baramulla district along the line of control (loc), killing three militants while a senior army officer was injured in the gun battle, reports daily excelsior. sources further said that rest of the members of the group are believed to have fled back to pakistan. however, army has continued search operation in the area.the army recovered the dead bodies and arms and ammunition and other things. the recoveries included one ak 47 rifle, three magazines, 62 rounds of ammunition, 7 ubgl grenades, one hand grenade, two i com radio sets, 3 antenna, one sophisticated communication equipment, 3 gps devices, one binocular,  two trip flares, six rucksacks, one pouch, 4 small bags, rs 10, 000 cash, six jackets, six woollen caps, six shawls, 15 pairs of gloves, 13 pair of socks, three big lighters, six bottles 750 ml white liquid, nine small bottle of brown colour liquid, 2 t shirts, 5 thermocot uppers, two under wear and two hand warmers, 22 packets of ration, 5 packets of tissue paper, 24 packets of dry fruit, 7 packets of dry roti, 12 rechargeable cells, one charger, two kitchen knife kits, one folding knife, one tourniquet, medicine, four walking sticks, two wire cutters, five boxes of fuel tablets, three face creams,  one usb cable and two diaries.by the recovery of incendiary ammunition from the dead militants, army believed that these militants were tasked to carry out uri type attack in which they set ablaze the army at uri brigade headquarter on september 18, 2016, in which 19 troopers were killed.","baramulla","jammu and kashmir",NA
"2521",2521,"2016-11-13","seven pakistani soldiers were killed inside pakistan occupied kashmir (pok) across the line of control (loc) in nowshera sector of rajouri district in the night of november 13, reports daily excelsior. pakistan’s inter state public relations (ispr) confirmed the killing of seven pakistani soldiers in bhimber sector opposite nowshera. however, there was no official statement from the indian army on the elimination of seven pakistan army troopers.  in another statement, pakistan foreign office has said that death from indian shelling has risen to 25, which included civilians, in the past some days.","rajouri","jammu and kashmir","hizbul mujahideen"
"2522",2522,"2016-11-16","six communist party of india maoist (cpi maoist) cadres were killed in an encounter with security forces (sfs) near bugum perma forest in dantewada district on november 16, reports indian express. anti naxal [left wing extremism (lwe)] operations special director general of police (dgp) dm awasthi said that the bodies of the six have been recovered, while many more may have been injured or even killed. “of these six, three are men, all of them wore uniform and the weapons recovered include 3 303 rifles, 2 12 bore rifles and 1 single barrel weapon among other items.’’ he said that two naxals were captured alive. chhattisgarh police sources said that they had received intelligence inputs about the movement of 50 to 60 maoists holding a meeting on the dantewada sukma border four to five days ago.",NA,"chhattisgarh","communist party of india (maoist)"
"2523",2523,"2016-11-19","security forces (sfs) raided a communist party of indiamaoist (cpimaoist) camp and killed at least five maoists following an encounter in the jungles of tuspal and becha kilam villages in abujhmaad under chhotedongar police station limits in the narayanpur district on november 19, reports deccan chronicle. in a joint operation involving sf personnel of districts of kondagaon and narayanpur, sfs stormed the maoist camp in the forested village of becha located inside abujhmaad area early on saturday morning and busted it in an hourlong operation, bastar police said. “the counterinsurgency operation led to decimation of military company no. six of cpi (maoist) and killing of at least half a dozen naxals. however, we could recover bodies of five maoists along with their weapons,” narayanpur, superintendent of police (sp), abhishek meena who camped at becha to provide a safe corridor to retreating parties engaged in the operation, said. “it was a joint operation carried out by the district reserve guards (drg) and the special task force (stf) of the police,” meena said, adding, “the gun battle lasted for over two hours”. the police seized three rifles of 12 bore, one rifle of 315 bore and articles of daily use from the spot, adds new indian express.",NA,NA,"communist party of india (maoist)"
"2524",2524,"2016-11-23","six communist party of india maoist (cpi maoist) cadres were killedin an encounter with the commando battalion for resolute action (cobra) commandos of the central reserve police force (crpf) and the jharkhand police in latehar district on november 23 (today), reports new indian express. crpf inspector general (ig) sanjay lathkar confirmed the deaths in the encounter that took place in a remote location on the forested banks of the koel river in area under chhipadohar police station. six bodies of the rebels in black uniform were recovered. the bodies are yet to be identified, but police officials said the uniforms worn by the rebels and the weapons found with them indicate they were maoists of senior rank. “an insas (indian small arms system) rifle, an self loading rifle (slr), a carbine and three other firearms have been recovered from the encounter site. the other members of the maoist squad fled the spot during the gunbattle,” said latehar superintendent of police (sp) anup birtharey.",NA,"jharkhand","communist party of india (maoist)"
"2525",2525,"2016-11-22","three indian soldiers were killed in the macchil sector of kupwara district along the line of control (loc) on november 22,reports times of india. one of the killed soldiers was beheaded. the three soldiers from 57 rashtriya rifles (rr) were in the lead of a counter infiltration patrol when it was ambushed by terrorists ahead of the loc fencing in forested mountainous macchil sector. ""the pakistan army simultaneously opened fire at our patrol. once the situation stabilised, the three bodies were found in the search operation... one was badly mutilated,"" said an unnamed officer.the indian army, meanwhile, on november 22 promised ""heavy retribution"" for the beheading of the soldier. ""retribution will be heavy for this cowardly act of mutilating a soldier's body,"" said the army, which had destroyed four pakistan army posts with massive fire assaults after an indian soldier was beheaded in a similar border action team (bat) operation in the same sector on october 28. a bat typically consists of terrorists working in close conjunction with pakistan army regulars for tactical operations against indian troops and posts along the 778 kilometers loc.on november 22, the border security force (bsf) after foiling  an infiltration attempt at suchetgarh in r s pura sector, as reported earlier by satp,  stated that cctv footage available with it showed that two militants who had fled back to pakistan took shelter in a post of the rangers after terror guide was killed. inspector general of bsf, jammu frontiers, dk upadhyaya said, “… however, the militants fled back and took shelter in a post manned by the rangers after the terror guide was gunned down by the bsf.” upadhyaya said this was seventh infiltration attempt that has been foiled by the bsf on the international border since september 29 surgical strikes by the indian army. a total of 15 infiltration attempts have been foiled so far in 2016 along the ib, he added. the bsf jammu chief said bsf has recovered pakistani currency notes, pakistan made eatables, fencing cutters, knife, urdu newspapers, visiting cards of sialkot and a booklet written in chinese language along with a china leaflet from the possession of slain militants. “all this material was enough to establish the involvement of pakistan behind the infiltration attempt and we will lodge very strong protest with the rangers on their open support to the militants,” the ig bsf said.","jammu","jammu and kashmir","students islamic movement of india"
"2526",2526,"2016-11-22","15 pakistanis, including six of their army personnel, were killed and scores of others were injured as indian troops on november 23 retaliated on pakistan army along the line of control (loc) at different places in pakistan occupied kashmir (pok) following killing of three army soldiers at macchil sector in kupwara district on november 22, reports daily excelsior. 11 persons, including six army personnel, four border security force (bsf) troopers and a civilian porter working with army were injured in pakistan shelling and firing in nowshera, manjakote, balakote, mendhar and gurez sectors during the day on november 23. a number of houses were also damaged.","kupwara","jammu and kashmir","hizbul mujahideen"
"2527",2527,"2016-11-24","three communist party of india maoist (cpi maoist) cadres, including a woman, were killed in an encounter with the kerala police, inside the forests at padukka under nilambur forest range in malappuram district on november 24, reports new indian express. the encounter occurred around noon during a combing operation carried out by a 60 member police team, including commandos attached to kerala’s elite special force thunderbolt and anti naxal [left wing extremist (lwe)] wing. the team spotted around 10 maoists at kadannakapu and asked them to surrender. a gunfight followed in which three persons were killed while other members of the group fled the spot, police said. the deceased are identified as kuppu devaraj alias shanker, a senior maoist leader and ‘central committee member’ of the maoist outfit and anitha, a woman leader. the identity of the third person is yet to be ascertained. officers said the combing operation will continue to stop the fleeing maoists from regrouping. “we had specific information about movement of maoists in the area. we had brought nilambur forest region under surveillance after suspected maoists opened fire at a police team a month ago. the maoists have been frequenting the area and interacting with the locals at mundakkadavu colony,” said a police officer. the police troop had conducted a massive search operation a couple of weeks ago in the forest after intelligence inputs on a possible grouping of maoists led by kuppu deveraj, but could not find anyone, adds deccan chronicle. according to reports, deveraj was masquerading as kuppu swami, rayanna, balaji, yogesh in the forests of several states carrying a reward of inr 700,000 and inr 1 million announced by jharkhand and chhattisgarh governments respectively.",NA,"chhattisgarh","communist party of india (maoist)"
"2528",2528,"2016-11-29","seven army soldiers, including two majors, and three militants were killed in a suicide attack on a camp of 166 artillery unit of the army at nagrota, just about three kilometers from 16 corps headquarters at nagrota, in jammu district on november 29, 2016, reports daily excelsior. defence spokesperson lt col manish mehta said, “the terrorists forced their entry into the officers mess complex by throwing grenades and firing from automatic weapons at the sentries on guard duty. in the initial encounter, one army officer and three soldiers were martyred,” he said, adding the terrorists entered into two buildings, which were occupied by army officers, their families and other soldiers, which led to a hostage like situation. “yes, there was a hostage like situation inside the army camp,” the defence spokesperson admitted. he said 12 army soldiers, two women and two children were present inside the camp but the army troopers acted very swiftly and quickly contained the hostage like situation by successfully evacuating all the troopers, women and children to safer locations. however, lt col mehta said, in the attempt to rescue hostages, one more army officer and two troopers were killed. “bodies of three terrorists have been recovered and operations are in progress to sanitize the complete areas,” he added. saying that the operation was still not over, lt col mehta said the army has suspended the searches inside the camp during the night but has maintained strict cordon in the areas, where the militants had taken shelter. the operation will resume early tomorrow (november 30).","jammu","jammu and kashmir",NA
"2529",2529,"2016-11-03","both international border (ib) and line of control (loc) remained calm on november 3 after 20 posts of pakistan rangers and army were decimated on november 1 and november 2, reports daily excelsior. “there has been no firing in any part of the loc in twin borders districts of rajouri and poonch since 3.30 pm yesterday [november 2] when in a massive retaliatory action, army had reduced six pakistani posts to ashes across mendhar and balakote, which were targeting civilian areas in which two women were killed and over half a dozen civilians were injured,” official sources said. similarly, they added, there has been no report of any shelling or firing along the ib since 4 pm on tuesday [november 1] when the border security force (bsf) had carried out major counter offensive against the pakistan army and rangers across ramgarh and arnia sectors destroying their 14 posts. a number of pakistan army personnel and rangers have been killed in retaliatory action by army and bsf, which was undertaken to save civilian lives as eight civilians, including two children and two women, were killed in ramgarh and manjakote (rajouri) respectively on november 1.","poonch","jammu and kashmir","students islamic movement of india"
"2530",2530,"2016-10-02","at least two militants and a soldier were killed, and one soldier was injured, when militants launched a fidayeen (suicide) attack and lobbed grenades on two military camps in baramulla district on october 2, reports the times of india. the heavily armed militants attacked the two camps, belonging to the rashtriya rifles (rr) and the border security force (bsf) late last night, leading to a fierce gun battle with security forces (sfs). the martyred soldier has been identified as constable nitin and the injured soldier is constable pulwinder. both are from the 40th battalion of the bsf, officials said. firing is still underway from adjacent houses located near the camp, which is located on the banks of river jhelum. however, the official twitter handle of the udhampur based northern command said: ""baramulla incident situation contained and under control"". a spokesperson for the srinagar based xv corps colonel rajesh kalia said terrorists targeted the army camp at jabanzpora in baramulla and the firing is still on. the attack comes even as intelligence inputs over the last four days have alerted about possible terrorist attacks on security installations in jammu and kashmir after the indian army carried out surgical strikes across the line of control (loc) in pakistan on september 29.","baramulla","jammu and kashmir","hizbul mujahideen"
"2531",2531,"2016-10-21","seven pakistani rangers and one militant were killed as indian troops retaliated cease fire agreement (cfa) violation by pakistan along the international border (ib) at hiranagar in kathua district of jammu on october 21, reports times of india. after the rangers injured border security force (bsf) jawan gurnam singh in sniper fire, bsf launched an aggressive retaliation marked by intermittent small arms and ‘area weapons’ fire. ""we had to respond when they tried to prevent our efforts to rescue our injured jawan,"" bsf additional director general (adg) arun kumar said. the killing of the rangers was part of a larger drive to prevent infiltration, which has seen the army and paramilitary troopers foil determined efforts by the pakistan army to help terrorists cross over to india. bsf's adg kumar said that gurnam and other bsf jawans were targeted because they had responded effectively to foil an attempt, captured by thermal imagers, to push terrorists into india on the intervening night of october 19 and 20 in the same area of hiranagar. at least four terrorists were spotted as they moved along the ib. the bsf team, which comprised gurnam, responded with full force, forcing terrorists to retreat and killing one of them. according to a bsf officer, thermal imagery showed the men on the pakistani side carrying one person back. this, he said, was the terrorist killed in retaliatory fire by bsf.","jammu","jammu and kashmir","harkatul ansar"
"2532",2532,"2016-10-24","eighteen communist party of india maoist (cpi maoist) cadres were killed in an encounter with a combined team of andhra pradesh (ap) and odisha police near jantri in malkangiri district of odisha, in the andhra odisha border (aob) area, in the early hours on october 24 (today), reports the times of india. according to ap police, two constables of greyhounds, an elite anti maoist force, were injured in the encounter that occurred during a routine combing operation being jointly carried out by police of both the states at ramgurha in malkangiri district of odisha. ""the operation spot comes under chitrakonda police limits of malkangiri. the joint operation was carried out in cut off areas of chitrakonda close to andhra pradesh border. we seized some weapons from the maoists,"" additional director general (adg), (intelligence) of odisha arun sarangi told toi. sarangi said the blueprint of the operation was finalized two days ago. ""we had tip off about movement of the maoists in the cut off area. we informed the andhra pradesh police for assistance,"" sarangi said, adding ""the bodies will be brought to chitrakonda for identification and post mortem."" the face off between the security force (sf) personnel and the maoists lasted for about an hour. the rebels were said to be resting after a meeting when the encounter took place. police have recovered four ak 47 rifles from the scene of the encounter. ap director general of andhra police nanduri sambasiva rao said combing operation was still continuing as there was information that there were some more maoists roaming in the region. sources said that top maoist leaders like gajarla ravi alias uday, bengal sudhir, anil, rk alias saketh's son munna, bakuri venkata ramana alias ganesh and others were in the area at the time of the encounter.","samba","jammu and kashmir","communist party of india (maoist)"
"2533",2533,"2016-10-31","anti terrorist squad (ats) of madhya pradesh (mp) police killed eight suspected student islamic movement of india (simi) cadres in bhopal on october 31 (today), reports times of india. they were killed 10 kilometers away from a prison in city outskirts. two policemen were also injured in the encounter which lasted for nearly an hour.the slain militants were identified as   mohammad aqeel khilji alias abdullah s/o mohammad yusuf, mehboob guddu alias malik s/o ismail of khandwa (mp), mohammad khalid ahmad s/o mohammad saleem of sholapur maharashtra, mujeeb sheikh alias akram alias wasim alias nawed alias nitin alias faizan alias chintoo alias yusuf s/o zamal ahmad resident of juhapura (ahmedabad) gujarat, amzad s/o ramzan khan, zakir hussein sheikh alias vicky don alias vinay kumar s/o badalul hussein and abdul majid s/o mohammad yusuf of ujjain (mp).these militants had escaped from a prison at the outskirts of bhopal. ""eight simi activists had escaped around 2 3am [october 31] by killing a jail security guard,"" deputy inspector general (dig) bhopal raman singh had said. their location was detected near manikheda area under gunga police station following information from local villagers. ""when they were confronted by a few the villagers, they started pelting stones. villagers mistook them as robbers and alerted the police. when they were asked to surrender, they opened fire forcing police to retaliate,"" said inspector general yogesh chaudhary who was part of the operation. they were carrying date and other food materials with them. efforts are being made to trace identity of those who supported them in the jail break.",NA,"gujarat","hizbul mujahideen"
"2534",2534,"2016-10-05","highly placed sources said that communication centre of jaish e mohammed (jem) and arms and ammunition depot of hizb ul mujahideen (hm) were destroyed at kail in pakistan occupied kashmir (pok) in the surgical strikes conducted by special forces n september 29 where large number of militants including lashkar e toiba (let) “operational commander”, shahid alias arif rahmani, were killed, reports daily excelsior on october 6. sources said that jem and hm launching pads at kail and chilana were made of tin sheds besides two small concrete buildings and they were destroyed in the strike. the hm commander of the kail camp across baramulla, gazi sarfraz and his associates have been seriously injured in the attack. sources said that at kail 20 30 militants of hm and jem, who were waiting for launching through tanghdar sector were eliminated. sources also said that at chilana launch pad across leepa valley of kupwara, eight militants were killed in the strike. jem commander shahbaz adil is missing since then. at dudniyal, let launch pad was destroyed and nine militants were killed. the camp commander shahid alias arif rahman was seriously injured while athumkam camp commander of let dilawar khan’s radio set is not sending any message which means he is either dead or seriously injured.the reports adds that pakistan has brought in 100 more trained terrorists at launching pads along the loc opposite jammu and kashmir with each launch pad of 10 terrorists being protected by at least 50 pakistan army personnel of infantry division to save them from any fresh surgical strikes by the indian army inside pok. national security advisor (nsa), who was one of the major brain behind september 29 successful surgical strikes inside pok, is understood to have briefed cabinet committee on security (ccs) on october 5 morning about new strategy adopted by pakistan government and army in the aftermath (of surgical strikes) in which over 50 pakistani militants and nine pakistan army personnel were reportedly killed and many others left injured. according to sources, this was for the first time when pakistan has come out openly in support of the militants stationed at the launch pads for infiltration into jammu and kashmir. earlier, pakistan army used to train and guide the militants and then leave them at the launch pads for infiltration. but after the surgical strikes, pakistan army has openly stationed its around 50 jawans at every launch pad to save the militants from indian surgical strikes, sources pointed out and said that army and border security force (bsf) have been maintaining very high alert along loc in kupwara and baramulla in kashmir and twin border districts of rajouri and poonch in jammu region to thwart infiltration attempts.","baramulla","jammu and kashmir","harkatul mujahideen"
"2535",2535,"2016-10-05","four militants were killed while trying to infiltrate from pakistan occupied kashmir (pok) as alert army troops foiled three bids by militants to enter into india on october 6, reports the times of india. the army, which has shored up its defences along the line of control (loc), foiled three infiltration bids   two in naugam sector and one in rampur sector in baramulla district   of north kashmir during the intervening night of october 5 and 6. in one of the encounters in the higher reaches of naugam, the troops cornered a group of infiltrating militants and have killed four so far, a senior army official said. the official said a combing operation was continuing amid apprehension about presence of more terrorists in the area. technical surveillance was being maintained, besides using illuminators to prevent the militants, who could be present, from escaping under the cover of darkness. the army repulsed two infiltration bids in rampur and naugam, raining bullets on the militants and forcing them to return to pok. the militants, who had managed to cross the fence, had to beat a retreat after army patrols challenged and opened heavy fire on them. pakistani army provided cover fire on both the occasions but the militants had to retreat, the official said.","baramulla","jammu and kashmir","hizbul mujahideen"
"2536",2536,"2016-10-06","three militants were reportedly killed on october 6 morning after they attacked an army camp in langate in kupwara district, reports ndtv. the militants opened fire on an army camp around 5 am, said an officer, adding that soldiers retaliated instantly. after firing at two posts of the 30 rashtriya rifles camp, the terrorists ran away. heavy firing continued for around half an hour, during which three of the terrorists were reportedly cornered and shot dead. ""the troops were alert and the attack was foiled,"" said the army officer. villages near the camp are being searched, said the report.a huge cache of arms and ammunition also recovered from the slain militants, adds the times of india.","kupwara","jammu and kashmir",NA
"2537",2537,"2016-09-18","sepoy k vikas janardhan, who was injured after the attack at an infantry battalion in uri in baramulla district of jammu and kashmir (j&k) on september 18 succumbed to his injuries on september 19, reports indian express. earlier, south asia terrorism portal (satp) had reported that 17 personnel were killed in a fidayeen (suicide squad) attack on an army infantry battalion in uri area in baramulla district on september 18. at least four militants were also killed in the encounter.","baramulla","jammu and kashmir","hizbul mujahideen"
"2538",2538,"2016-09-11","army, on september 11, foiled three infiltration attempts by militants along the line of control (loc) in north kashmir killing four militants and recovered huge cache of arms and ammunition, reports daily excelsior. army noticed the movement of four militants near atma post one and two in nowgam sector in kupwara district. the troops immediately launched an operation in the area and challenged these infiltrators. they fired at the troops leading to a fierce gun battle during which four militants were killed. huge quantity of arms and ammunition was recovered from the killed militants which include four ak 47 rifles, one under barrel grenade launcher (ubgl), 3 radio sets i com, four antennas, 2 global positioning system (gps) devices, 2 samsung mobiles, 4 wire cutters, two compasses, 21 ak magazines, 8 hand grenades, 7 ubgl grenades, 554 ak ammunition, 4 rucksacks, 4 pouches, pakistani made medicines and dry fruit. army foiled another infiltration attempt in gurez sector of bandipora district by a group of 4 5 militants. the troops along the loc at losar nallah in bagtoor area of gurez sector noticed movement of a group of militants trying to infiltrate. the troops fired at them and they fled back to pakistan. another infiltration attempt was foiled by army in tanghdar sector of the loc in kupwara district. a group of 4 5 militants under the cover of darkness tried to infiltrate into the area. the troops of 26 rajput noticed their movement in suffer post area and challenged them. however, they fled back to pakistan. the massive search operation in bagtoor and tanghdar is going on to ensure that no militant has managed to sneak in. earlier, south asia terrorism portal (satp) had reported, at least three militants were killed as army foiled an infiltration bid along the loc in naugam sector in kupwara district on september 11.","bandipora","jammu and kashmir","hizbul mujahideen"
"2539",2539,"2016-09-11","at least three militants were killed as army foiled an infiltration bid along the line of control (loc) in naugam sector in kupwara district on september 11 (today), reports the times of india. ""alert soldiers posted along the line of control in naugam sector noticed some suspicious movement and challenged the intruders,"" an army official said. the militants opened fire at positions of security forces (sfs) which was ""effectively retaliated"", triggering a gun battle, he said. ""three militants have been killed and war like store recovered from the scene of the gun battle,"" the official said, adding that the operation was still in progress.","kupwara","jammu and kashmir",NA
"2540",2540,"2016-09-18","seventeen army personnelwerekilled in an encounter when fidayeen (suicide squad) militants attacked an army infantry battalion in uri area in baramulla district on september 18 (today), reports the hindu. at least four militants were also killed in the encounter. police sources said the fidayeen militants stormed the army camp in north kashmir's uri town near the line of control (loc) around 4 a.m.","baramulla","jammu and kashmir","hizbul mujahideen"
"2541",2541,"2016-09-20","army, on september 20, foiled two infiltration attempts in along the line of control (loc) in jammu and kashmir (j&k) killing at least eight infiltrators while one army jawan was killed, reports daily excelsior. army sources said that troops in the forward areas at gorital sector of lachipora village in uri in baramulla district, found suspicious movement of a 10 12 militants trying to sneak into indian territory. he said that in the exchange of fire, eight infiltrators were shot dead by army’s 10 dogra regiment. sources said that since the bodies are lying in the ravine near the pakistani forward posts it is difficult to retrieve the bodies as the troops can come under fire if they go nearer. he said that army does not want to take a chance to retrieve the bodies. he, however, said that they are clearly visible from indian forward posts. sources said that the searches in the area are going on and some of the militants of the group managed to escape towards pakistan.","baramulla","jammu and kashmir","hizbul mujahideen"
